"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FLVCR2",146.088983956088,-0.776350503223084,0.159965789764652,-4.853228333166,1.21467699364694e-06,5.3816200832631e-06
"FBXO18",1631.37607268601,-0.356207766898357,0.0702587223093781,-5.06994370506523,3.97933387785843e-07,1.96843186149006e-06
"DCTD",1466.20046928639,0.211751988393023,0.0813893858918906,2.60171502798034,0.00927588944626181,0.0171969764480485
"FKBP11",505.674701964462,-0.429791114884799,0.145988571408126,-2.9440052104029,0.00323994544958133,0.00672565872146965
"FAM3A",603.673778692789,-0.823957509430083,0.0970591079246029,-8.4892343134881,2.08002967132e-17,9.32323424609378e-16
"C9orf167",120.363549552074,-0.461259235191995,0.134041880113965,-3.44115760536799,0.000579231039311158,0.00142966776119497
"PLA2G7",173.615935592112,-1.29292044503891,0.221415309347016,-5.83934529573364,5.24063539247166e-09,3.95541764169177e-08
"CCDC77",198.834211436372,-0.769970171673616,0.107066927780812,-7.19148468750226,6.40905231647436e-13,1.09846817241865e-11
"CCDC75",73.659438256622,0.352992217162997,0.105880941352134,3.33385983025059,0.000856498080421796,0.00203356497701878
"CCDC72",1248.39804460692,-0.557421706263927,0.114799728178651,-4.85560127282245,1.20021993897951e-06,5.32294307843238e-06
"FPR3",768.600160221038,-0.466059815392404,0.207683062578849,-2.24409159613322,0.0248265085691969,0.0415976746813059
"CGRRF1",217.8019947266,0.559772340079963,0.0900980191374316,6.21292616018683,5.20068921174625e-10,4.82769196715204e-09
"TMEM109",2771.54752773828,-0.41614101593725,0.0858183347481436,-4.84909218010958,1.24027779086874e-06,5.47844851047156e-06
"TMEM108",76.6904758137656,-1.46317696223959,0.301010318027175,-4.8608864035933,1.16861301283564e-06,5.19151302327221e-06
"SPARCL1",5553.38333469896,0.6817210412234,0.168362602395037,4.04912392375502,5.14097186241552e-05,0.000162201851929471
"TRANK1",818.736578681817,0.352404976622762,0.125362908654041,2.8110784952771,0.00493757383560574,0.00976314922608958
"SPEN",2169.58156115615,0.231930494964351,0.0827599684424298,2.80244784198642,0.00507164164775767,0.0100101992816666
"FKBP1B",43.4574924338935,0.411669891702034,0.187158191931276,2.19958254273581,0.0278365268840469,0.0461534454433442
"FKBP1A",4615.23978631609,-0.326443829272264,0.114550569182294,-2.84977919885118,0.00437495889451058,0.00878529121715374
"SLAIN2",1556.74980534143,0.437135713351722,0.0800439400424369,5.46119685162882,4.72935280487172e-08,2.85038786495085e-07
"MANEAL",621.892252889068,-0.465530928026236,0.201050946168855,-2.31548737719073,0.020586274574061,0.0351644344949863
"ZFYVE26",1032.32228701957,0.403027328842051,0.114354892368521,3.52435580581242,0.000424513794224759,0.00107999131684973
"STOML2",1641.34913901382,-0.683244057273515,0.0859083750035403,-7.95317170468372,1.81796102707091e-15,5.3059470065043e-14
"STOML1",213.466180533023,-0.294136344872695,0.0991270846075327,-2.96726516307071,0.00300461710865349,0.00629272474163976
"FBLIM1",1102.68013913665,-0.71642005643515,0.16162030123364,-4.43273555962185,9.30449582168484e-06,3.43837951995613e-05
"RPN1",7904.58291400014,-0.443260223126182,0.081863260233377,-5.41464170694557,6.14115514780862e-08,3.58633652220962e-07
"TRPT1",374.002879764662,-0.466447880708555,0.111674462072497,-4.17685361587634,2.95569101649784e-05,9.77800865255877e-05
"AHNAK",38664.3235431466,0.801774914238207,0.13071231246454,6.13388975469099,8.57559574756116e-10,7.60138497139041e-09
"ZNF431",185.131034745185,0.397302114816767,0.11085750313354,3.58389918216157,0.000338502787272488,0.000879185514772643
"UNC50",620.288634003508,0.149895375972194,0.0637499809317347,2.35130071854776,0.0187079076381889,0.0322607587973419
"MAP1A",697.161076023128,0.426039394657975,0.17201740498881,2.47672260074897,0.0132594912450266,0.0236785623739364
"PDCL3",582.284682503452,-0.473507857900579,0.0771549170420022,-6.13710539851669,8.40386330423618e-10,7.4793815195173e-09
"CCM2",801.889559065894,-0.672324122820729,0.0849667416497118,-7.91279163784445,2.51680393534162e-15,7.10916098731797e-14
"MAP1S",720.120723218366,-0.398543760380296,0.100424622710342,-3.96858608600232,7.23003388765788e-05,0.000220400500378047
"FRMD8",1016.61294583781,-0.706071650903222,0.100405287211594,-7.03221583755094,2.03279015146839e-12,3.11497284793695e-11
"ZNF430",164.236746112804,0.470896867808169,0.0944496533737739,4.9856918579113,6.17404777360148e-07,2.92334499438548e-06
"ZSCAN5A",59.499755693508,-0.634191156354086,0.114197968507726,-5.55343641083405,2.80107590847315e-08,1.77989779747835e-07
"IMMP1L",91.7520146198826,-0.284529836946565,0.11182310573654,-2.54446373200302,0.0109445676722918,0.0199699673233126
"FRMD6",1703.78777560018,1.01800340542958,0.124979878590489,8.14533840895448,3.78222625279872e-16,1.26358995344136e-14
"PLCD4",216.118169929803,0.661026480569912,0.213875195445937,3.09071128698048,0.0019967768430261,0.00435735636351999
"SNRPF",1024.50430631303,-1.24844579093929,0.131330268682019,-9.50615424355881,1.9784161194433e-21,2.60418913802322e-19
"GNAS",33255.6087083542,-0.863024909287525,0.13212131812375,-6.5320640267847,6.48694108406382e-11,7.38647106310831e-10
"MED13L",4277.61502167495,1.12282370781187,0.13952212162728,8.04763928985674,8.44062825929322e-16,2.63279596628144e-14
"PTCD2",156.90381853154,0.705307959634816,0.0941000297278979,7.49530007242615,6.61468582781263e-14,1.36258387404535e-12
"PTCD3",1084.93543137725,-0.255544404628491,0.0741712062105291,-3.44533165475492,0.0005703591155525,0.00140909103566396
"PTCD1",399.106213282104,-0.373938597372601,0.0894286337904201,-4.18141909949046,2.89695327288064e-05,9.61002921646367e-05
"PDE7A",982.868912265853,-1.02171281832551,0.135589110344132,-7.53536044105864,4.86987773873276e-14,1.04214293262626e-12
"HLTF",1665.72886565318,0.491501312074739,0.124222026924447,3.95663574523442,7.60127017578295e-05,0.000230383420041057
"AGFG2",341.858732426322,0.25294556185585,0.116902431914883,2.16373224844476,0.0304849045199573,0.0499903822344833
"DPF2",1242.83486596518,-0.293896731119365,0.0732027001198668,-4.0148345708303,5.9487504202123e-05,0.000184677834389751
"ASNA1",1497.18240313975,-0.237545985315269,0.0821084794657368,-2.89307495231836,0.00381490248104468,0.00777330671176333
"RPS12",13211.0346630014,-0.796792509041892,0.134962202151081,-5.90381970909114,3.55180307850766e-09,2.76314325782485e-08
"RPL18A",1780.52432330829,-0.818380380382019,0.120233271398758,-6.80660495103583,9.99288387677611e-12,1.32463575498493e-10
"FST",182.546375218504,0.789863931447173,0.274132732185909,2.88131929795056,0.00396014238638561,0.00803318758391028
"SIX2",213.456548781296,-1.63622062206385,0.323891177181862,-5.05176039773731,4.37756621109866e-07,2.14263915871112e-06
"DACT1",395.83515523566,0.450726513187892,0.194118248777033,2.32191726448966,0.0202373910063618,0.0346404132401483
"DACT3",106.213017898692,0.453308838820382,0.172174719142669,2.63284204021125,0.00846737171000318,0.0158520855950465
"VPS41",1329.58115207593,0.44137495788044,0.0835343067936053,5.28375675602336,1.2656127326006e-07,6.95004605724729e-07
"BCAP29",1208.44797232438,0.359463080789781,0.0949318220722957,3.78653935996331,0.00015275990829526,0.000430297169460839
"TMCC2",88.9742765792463,-1.38923119734553,0.300017157604818,-4.63050582985464,3.64773511883741e-06,1.47285697451708e-05
"LOC147804",145.789966629572,-0.496000121008701,0.14959990374122,-3.31551096360789,0.000914757528003293,0.0021582637284652
"NAA16",251.832618841077,0.34000864782274,0.0922857047323356,3.68430461477102,0.000229327857416512,0.000618067687791471
"EPB41L3",808.306333893044,0.669162366186557,0.188615974389342,3.5477502282244,0.000388536486377164,0.000996552176574944
"EPB41L5",738.033995325807,0.749957920811137,0.114528761432824,6.54820598274803,5.823236564354e-11,6.66532720839928e-10
"ACSS3",339.960404366505,0.568242924821889,0.234741590338365,2.42071685721649,0.0154899371367335,0.0271858723374431
"KIDINS220",2185.40286132594,0.337584914250217,0.0884607755692769,3.81621020251899,0.000135517068772128,0.000387363990498919
"PLEKHM2",1192.37180922466,-0.32539450075397,0.0776711810011662,-4.189385259239,2.79711170347567e-05,9.31167965423628e-05
"VPS4B",1696.71652533977,0.369396557595526,0.0971303823244525,3.80310000594459,0.000142896635931013,0.000405551621121157
"GMEB2",575.012873241372,-0.311699840585618,0.0870515712425825,-3.58063428535963,0.000342761129179147,0.00088936817334617
"FAM72D",83.4420047953589,-0.931603082726368,0.207840229082033,-4.48230396416023,7.38414645146353e-06,2.79544204028227e-05
"SLC43A3",1140.9113340449,-1.20776421121789,0.154469259852384,-7.81879975583535,5.33293647049163e-15,1.4152710234089e-13
"FAM72B",153.220704942051,-1.09052774888234,0.193044859540892,-5.64908980988089,1.6129957593405e-08,1.08547357771978e-07
"DCAF13",1744.47078158877,-0.590218712400221,0.140824361258653,-4.19116910685759,2.77520708536319e-05,9.24811414294572e-05
"DFNA5",187.146867604083,-0.757685045723289,0.169326601503251,-4.47469587765122,7.65201492545708e-06,2.88605938291666e-05
"FIZ1",403.885519912709,-0.369911700565452,0.111005668318097,-3.3323676724817,0.000861104101897219,0.00204112894296333
"ST8SIA6",110.888489936206,3.03625421005091,0.332498063559594,9.13164479078755,6.74663600307004e-20,6.00040335867641e-18
"MOGS",1285.25770796149,-0.540709844552769,0.0767595042430945,-7.04420709701774,1.8652055652371e-12,2.88504122858002e-11
"RECK",333.572644091548,0.68622637508526,0.16868733828987,4.06803724596127,4.74108043643836e-05,0.000150559328793337
"MRPL37",1609.0385348281,-0.706390177693794,0.0834499103706315,-8.4648404600611,2.56503566119188e-17,1.12171310326474e-15
"GPRIN2",108.399973894796,-1.9260221639937,0.370822247866788,-5.19392289721947,2.05908445400196e-07,1.0795635710873e-06
"GPRIN3",204.329464421603,1.21751726696674,0.225192954350711,5.40655133051188,6.42498201177986e-08,3.73221704417733e-07
"GPRIN1",232.399710002479,-0.643117343333927,0.193765824358673,-3.31904424045116,0.000903261178961081,0.00213228602917229
"MRPL34",558.631593015611,-0.534392456071296,0.0955155333132425,-5.59482251246779,2.20847578416735e-08,1.43556378997506e-07
"HIST2H2BF",114.473222280869,0.532429436998073,0.237401664214761,2.24273675064224,0.0249137952669388,0.0417226828369867
"ZNF813",175.761285607955,0.537339615235175,0.13605502581932,3.94942863741586,7.83379610698704e-05,0.000236613717660097
"SPTBN4",84.3363652466677,1.47584928800836,0.305322200718096,4.83374377800653,1.33989020479761e-06,5.89077313485337e-06
"ZNF814",456.467891685984,0.461436238348973,0.149052742481164,3.09579166855844,0.00196288219383437,0.00429409055926792
"KLF12",465.020003703586,0.326974376034854,0.140480978570124,2.32753486886937,0.0199368153828962,0.0341881580100395
"KLF11",573.700241498212,-0.331646039461458,0.109920773605607,-3.01713705774483,0.00255174408929087,0.00544297641343959
"KLF16",405.682072665621,-0.501161685734428,0.116935141668372,-4.28580902698799,1.82075351710588e-05,6.31197749424933e-05
"C4orf14",709.704154033754,-0.253531817044024,0.0888486624266857,-2.85352429760243,0.00432372213502509,0.00870231719622862
"PCNA",2864.07223591415,-0.270114657475379,0.1224901487692,-2.20519494987583,0.0274404174218372,0.0456000775815734
"SLC44A1",3702.07338645151,0.567693183967076,0.103179497005572,5.50199604032202,3.75515390710442e-08,2.31301314362262e-07
"EIF3E",7449.56552048524,-0.474476912582755,0.12542006587961,-3.78310208382606,0.000154885852158489,0.000435633006829529
"SLC44A5",130.125617595178,1.06078984692592,0.388322762343029,2.73172203587916,0.00630042716027123,0.0121299579802033
"MCCC2",5148.17676589346,0.659777722859662,0.162081587896519,4.07065189465503,4.68817608071619e-05,0.000149059086353786
"PCNX",1198.14762980049,0.534074713752871,0.0919252706299098,5.80987915611421,6.25179525205048e-09,4.62836787979417e-08
"MRPL39",446.310660268982,-0.72636410454789,0.104994773890632,-6.91809770745837,4.5774855311307e-12,6.52800022169809e-11
"LOC92659",157.962000534215,-0.688874513140156,0.167070311733108,-4.12326107489775,3.73545901875386e-05,0.000121604075062808
"HDAC1",2516.34755424716,-0.235371176215343,0.0939434290599614,-2.50545651325025,0.0122293435696488,0.0220694885395239
"ENGASE",313.52240158617,-0.292653656146763,0.128097204539892,-2.28462172299494,0.0223350180562425,0.0378129701188836
"ZMYND8",1727.89062924642,0.306541617204259,0.126447566246008,2.42425873668357,0.015339672134476,0.0269688933225734
"THBS1",14395.8839072037,0.498199494054468,0.163636501648589,3.04454989586833,0.00233028772415053,0.00502186923919343
"FAM69B",164.440611188169,-0.493541205518234,0.164814448793771,-2.99452632418042,0.00274871335990004,0.00581506170947673
"TENC1",1388.69572550967,0.635396551389289,0.129551631169476,4.90458163786513,9.3626675977447e-07,4.2249157898222e-06
"CXorf40A",703.813397668943,0.354260863083032,0.131063980543733,2.70296126833125,0.00687247540326208,0.0131161945386601
"COQ9",844.790154930099,-0.609316467972124,0.106110809610807,-5.74226575225441,9.34180585355151e-09,6.67206676344539e-08
"NDUFS5",2180.12460163147,-1.10902784282138,0.103652545563058,-10.6994752207672,1.02356245195187e-26,3.36828813876062e-24
"NDUFS6",831.600440519961,-0.714657729442886,0.110175041804517,-6.48656644679018,8.7814561085987e-11,9.68904499224515e-10
"NDUFS7",537.659530332581,-0.501461839723815,0.112749501111067,-4.44757479884398,8.68452223624859e-06,3.23013185068494e-05
"C1S",7007.83838670497,-0.450528508644744,0.20056234539839,-2.24632648640915,0.0246831032413626,0.0413784625529873
"C1R",4456.2112560001,-0.412542080912339,0.178472172469812,-2.31152047517166,0.0208041235417778,0.0354721085725934
"COQ7",590.722848091475,0.453198978762187,0.103277157923681,4.38818212926706,1.14302039840874e-05,4.14592932054403e-05
"COQ3",154.578078377632,-0.725967561358689,0.120514777776151,-6.02388831274391,1.70275888956225e-09,1.41142413496901e-08
"COQ2",232.092926172181,-0.32208627339269,0.108148509281784,-2.97818504879696,0.00289960863038962,0.0060970524603544
"NEK7",1456.42733918837,0.524367816914658,0.0941300684331896,5.57067285345529,2.53757416771088e-08,1.62382541417493e-07
"FAM198B",5592.8592281417,1.73441145288328,0.195995558797201,8.84923854156253,8.81184460365941e-19,5.74209458009747e-17
"ZRANB1",1073.02794169076,0.212185334799532,0.0744363961726933,2.85055894306408,0.0043642460558713,0.00876973912024058
"ZRANB3",99.2966747183317,0.458587666902238,0.120344110561578,3.81063655514399,0.00013860942145337,0.000395071711157007
"ZFAND2A",254.344995458743,-0.400289361638323,0.12314745674181,-3.25048825391147,0.00115207027478079,0.00264978176252657
"CHMP2B",1290.98581780466,0.297664301901038,0.079264899785689,3.75531039218926,0.000173126786084842,0.000481281496353702
"PCDHGB7",139.26364005808,1.08781357877326,0.188487084152504,5.7712897605924,7.86670654203006e-09,5.6989245026275e-08
"ATP9B",424.767194063049,0.399402922096975,0.10481611134733,3.81051077895333,0.000138679965138292,0.000395117831410245
"ATP9A",3985.06879752627,0.613435196023117,0.160981551263563,3.81059314690529,0.000138633763871018,0.000395071711157007
"BOC",477.665822904575,-0.938361498909273,0.223887263595271,-4.19122322476362,2.77454510454793e-05,9.24811414294572e-05
"RREB1",1326.0001991415,0.402072624570165,0.0815512525860765,4.93030593424401,8.21009404295191e-07,3.7541602061874e-06
"TPX2",1879.90619470319,-0.820342806299802,0.178379201681507,-4.59887026383552,4.24788201493145e-06,1.69080347633936e-05
"MICAL3",771.297637887773,-0.745516349325064,0.129734733690676,-5.74646687218385,9.11274745416695e-09,6.51554018137966e-08
"PHC3",1685.04950691019,0.745275584694478,0.087186590631717,8.54805285187239,1.25182396227728e-17,6.04051559405852e-16
"GPR107",3573.13504825286,0.340452083539977,0.0917919345625997,3.70895422525164,0.000208117044420281,0.000566703486906114
"THOC4",997.432822129344,-1.11923940818329,0.118946319396138,-9.40961783319908,4.97944079618473e-21,5.85217671430175e-19
"UBE2G2",1535.6171202058,-0.243566217712806,0.0832814977337171,-2.92461380187446,0.00344883948698378,0.00710550542607099
"SYPL1",3208.56180506904,0.360823617402134,0.105609786238414,3.41657369315732,0.000634144978773105,0.00155038082384665
"STAT3",6194.47996079355,0.272671313842436,0.10014711403446,2.72270765334898,0.00647493273347312,0.0124277543847633
"SAFB",1645.72507967346,-0.384232732426799,0.0710887773488025,-5.40497033085169,6.48191213427446e-08,3.75865239750902e-07
"PRF1",108.43277036739,-1.35091103821824,0.239406484543251,-5.64275040751534,1.67354873764105e-08,1.1204945083199e-07
"MGMT",380.729254061418,-0.415260371732097,0.147304327363494,-2.81906430832398,0.00481638676059957,0.00956519295862585
"SLC35E2",65.2807378043148,0.749204037499312,0.169882624661675,4.41012751593265,1.03309766262771e-05,3.78371300310755e-05
"WSB2",1894.85968805214,-0.286311457316584,0.105734464272597,-2.70783475649374,0.00677237327845271,0.012938280038356
"ZNF335",560.776297527216,-0.228106192009096,0.0721656725653045,-3.1608683727388,0.00157299563871668,0.00350700230224046
"H2AFX",838.435909413248,-1.12938528023581,0.13609593411616,-8.29844982196057,1.05478635521675e-16,4.07159905974137e-15
"H2AFZ",4124.19554504931,-0.546456304818372,0.110140876968919,-4.96143048663555,6.99759131265064e-07,3.26281595637338e-06
"RNF8",398.988063239495,-0.391618051608671,0.0985863408458832,-3.97233580482386,7.11712924876301e-05,0.000217402969500906
"RNF7",1298.94775367333,-0.382082697044592,0.080780161212986,-4.72990758259553,2.24622066354271e-06,9.46750003016737e-06
"RNF2",750.456150171378,0.427295754301177,0.119110060294215,3.5874027201876,0.00033398827597528,0.000868145275802253
"APP",22419.1692749891,-0.469216417608706,0.139084263475042,-3.37361255605244,0.000741887088580793,0.00178821822871067
"RYBP",1708.37062954479,0.416589117913345,0.0833497883076005,4.99808249513403,5.79032143642252e-07,2.75852338283133e-06
"NCAPG2",771.042509110869,-0.361748665453582,0.12639701180803,-2.86200330434234,0.00420972518008787,0.00849756364752288
"PSMA4",2606.04565983737,-0.49061884782077,0.0957455062479206,-5.12419712472328,2.98808244150396e-07,1.51103070217121e-06
"SRGN",1138.48732982109,-0.406925978097098,0.161737684206436,-2.51596268422956,0.0118707750499447,0.0214838148568197
"CLTA",2354.72502542983,-0.664187176670725,0.0824966061844787,-8.05108485536328,8.20633470220667e-16,2.56579533693935e-14
"CLTC",23575.5537222074,0.634801584491919,0.180775861763524,3.5115395291121,0.000445519200930511,0.00112826420577197
"CLTB",937.969536759778,-0.678688171439572,0.121977048624472,-5.56406454405232,2.63562388932745e-08,1.67840915603373e-07
"LRRC61",336.523636295448,-0.692765385693301,0.146963564397833,-4.71385808129946,2.43069987769666e-06,1.01831007288737e-05
"STAMBPL1",87.5812388172308,-0.458829973702283,0.146954606022365,-3.12225649893856,0.00179470500439367,0.00395760466816964
"C7orf36",208.052453729198,-0.403084440154837,0.0826147094755728,-4.87908803061298,1.0657749027325e-06,4.77169899478501e-06
"C7orf30",309.208985313696,-0.564098409733545,0.0851198095942207,-6.62711080326294,3.4232068272703e-11,4.12285904798479e-10
"RRAGB",317.998299911461,0.259306769032392,0.103997383333511,2.49339705212406,0.0126527269512358,0.0227369071480024
"ISCA1",752.835563118947,0.186389692286395,0.0741232065589122,2.51459294516968,0.0119169886142484,0.0215619685401171
"RNF103",1735.63282552911,0.495756653844491,0.0823904855002879,6.01715903036837,1.77504679659514e-09,1.46722011653548e-08
"FAM118A",275.76858486649,-0.50351516044203,0.0950690966898499,-5.29630740139123,1.18167847975576e-07,6.54372479134418e-07
"FAM118B",232.86402365414,-0.286181327338866,0.0936040148964212,-3.05736167038929,0.002232946772099,0.00483266661643195
"ZCCHC24",785.224241646783,0.557662383249319,0.147176851235274,3.78906314796646,0.00015121647515406,0.000426771539977034
"LMX1B",1508.70173085228,0.972737835820633,0.197627308819384,4.92208208284434,8.56282824302208e-07,3.89469620466136e-06
"SRPRB",1828.07049850877,-0.415284177080064,0.0970445197744449,-4.27931611228832,1.87468449417372e-05,6.47166850165452e-05
"SHC2",266.153443396328,0.496928944058399,0.209203352647162,2.37533929437789,0.0175328253449475,0.0304304562256783
"MAP7D3",134.651016455748,-0.723090780111113,0.165536966248901,-4.36815290564087,1.253017582023e-05,4.50395151069599e-05
"H3F3A",6444.41047364977,-0.466408055263376,0.136169721222802,-3.42519652001223,0.000614354863215343,0.00150900411728001
"SIK3",999.904427468579,0.72994404596806,0.128838515799874,5.66557322890842,1.465338262566e-08,9.96293778417161e-08
"MAP7D1",1599.88809151329,-0.548134425899568,0.0929254265740971,-5.89864847660931,3.66491087489904e-09,2.83562725518753e-08
"ACTR8",498.125308358116,0.401103957133459,0.077550611417277,5.17215725064032,2.31406708963797e-07,1.19732960302298e-06
"BAIAP3",362.801927086148,1.2523409052928,0.298118768905841,4.20081201156558,2.65959361838732e-05,8.90115199563496e-05
"UQCRC1",2810.75716838937,-0.356654975309324,0.0950468182115365,-3.75241362120667,0.000175140186785457,0.000486365037691345
"ACTR3",4638.63601334469,-0.333571291464248,0.0875102406786999,-3.81179721227118,0.000137960040694039,0.000393492527769369
"RECQL4",539.077701726237,-1.1776173267864,0.189168545773023,-6.22522799429556,4.80856225352618e-10,4.49539097607707e-09
"LYSMD2",186.430788876773,-0.359833030482364,0.141150035806116,-2.54929464542702,0.0107941060537979,0.0197282446523385
"POLDIP3",2070.66171812055,-0.276002599890947,0.085740632002193,-3.21904088465184,0.00128620145207636,0.00292860572801957
"RASA1",1226.15445081832,0.810441457195537,0.104312255315536,7.76937910837049,7.88717779656421e-15,2.01199459953827e-13
"TTC39C",714.724277742468,0.525126204700004,0.145330520547485,3.61332363444211,0.000302297000188946,0.00079297238212178
"GTDC1",285.461916496947,-0.398936778120508,0.105944928182616,-3.76551086459623,0.00016620889558493,0.00046420702155409
"TUFT1",1373.97382604187,0.298760728079272,0.133701251546273,2.23453950224148,0.0254475964024069,0.042546260821146
"SLC25A10",1098.42017560711,-0.95546997007861,0.143869994058613,-6.64120393088603,3.11131204782872e-11,3.77806277542154e-10
"TIAF1",316.344703246723,-0.743937469410956,0.137348295217757,-5.41643031121346,6.08006725996321e-08,3.55697445968426e-07
"RABEP1",3847.08888475627,1.16654328572127,0.133231316851987,8.75577389223918,2.0270773226614e-18,1.18588527991965e-16
"PTPRT",1085.5153757785,2.81701333918241,0.382549637736951,7.36378514392803,1.7876734325433e-13,3.40537559950325e-12
"SAA1",529.824661938497,-1.36764325941163,0.397968476417834,-3.43656178932051,0.000589147953263234,0.00145196676817149
"ZXDB",665.334275738151,0.831981468541777,0.116117855896083,7.16497443154945,7.78010735268589e-13,1.30624429953322e-11
"ANKS1B",143.990286076514,1.08778548700304,0.203046797392238,5.3573141806403,8.44681662957726e-08,4.77805961732383e-07
"C1orf77",2051.00346996417,-0.263014255188584,0.0688763969248435,-3.81864131881898,0.000134188704806142,0.000384401723909302
"TSTA3",2339.34415726369,-0.755002665200366,0.147826333354798,-5.10736245746069,3.26686729918792e-07,1.64003715710185e-06
"LOC285359",68.2118339076846,-0.294119500718725,0.0894796090816074,-3.28700028685286,0.00101260730593352,0.00235827140268983
"NKX3-1",309.639710889465,1.42644475365286,0.298998952239662,4.77073495732353,1.83554936036007e-06,7.85990118100833e-06
"RPL12",9986.97419960158,-0.424629302717503,0.122532384445524,-3.46544551988446,0.000529353764726339,0.00131742930706992
"ZNF597",72.6575123541908,0.863836000687556,0.125683331139974,6.8731150969057,6.28148434741278e-12,8.63081194832927e-11
"ZNF816A",253.502334546035,0.237172088821476,0.0866938764940114,2.73574211251079,0.00622397817007639,0.0120056015024495
"NDUFA7",667.333923623212,-0.476213554153053,0.116733325248345,-4.07949960424693,4.51327466862333e-05,0.000144124780356839
"ADAM10",1842.44882524572,0.498927282699532,0.101973706111314,4.89270520534878,9.94593266071384e-07,4.46972726572128e-06
"ADAM12",2426.57535780024,0.499064993328782,0.208950836166787,2.38843262120484,0.016920410656645,0.0294919710637471
"ADAM15",4959.0886618874,-0.636233477477156,0.142136438086014,-4.47621655674346,7.59774208808865e-06,2.86641098038151e-05
"CPNE8",138.356862316728,-0.579467202347101,0.182344046053058,-3.17787838369282,0.00148356966160207,0.00332791878930949
"CPNE2",514.185686620807,-0.836191088033571,0.118354510294925,-7.06513918185194,1.60455087457145e-12,2.51436942404571e-11
"CPNE1",2707.05290113433,-0.380081166862178,0.167859589899686,-2.26428032553467,0.0235568788700418,0.0396419325704883
"CPNE5",104.70963024641,-0.585741356517881,0.255692933341205,-2.29079994063132,0.0219749870860281,0.0372753550274984
"TNFRSF11B",115.020058171128,1.25694861981717,0.289157005578432,4.34694161153993,1.38048949184136e-05,4.90323345415754e-05
"TRIT1",359.750545752594,-0.555738909145254,0.0893394834361641,-6.22052968934332,4.95479295610172e-10,4.61570698380516e-09
"SFRS12",1461.91774525352,0.587821297800426,0.0766608158870323,7.6678194850762,1.74944857108263e-14,4.15667717349471e-13
"DNMT3B",201.306829741143,-1.24059016420505,0.199053906362271,-6.23243314776863,4.59245545440189e-10,4.31481021743698e-09
"DNMT3A",674.943550578542,-0.652502907548232,0.108292273719181,-6.02538745506696,1.68704979001603e-09,1.40193411527658e-08
"RBM10",1256.34087257787,-0.38171055201287,0.0682216271894784,-5.59515461208084,2.20425246771402e-08,1.43352644429445e-07
"XRN2",2841.66503224297,0.42030026603748,0.0873075337585991,4.814020599867,1.47923549369138e-06,6.43992835680854e-06
"RABEPK",518.881438815413,-0.342114460486089,0.0966626203976639,-3.53926325479955,0.000401245494528091,0.0010261301893902
"UPK3BL",172.075684190713,-0.924828876172806,0.249571392604361,-3.70566861258379,0.000210833814813694,0.000572679633593201
"GDE1",2468.02684177094,0.406127201273275,0.0837121521143086,4.85147246864123,1.22548223403174e-06,5.41854976370837e-06
"SNRPB",3030.47279529516,-0.496639075373468,0.105136185922387,-4.72376918580721,2.31513165940882e-06,9.73612716702822e-06
"SNRPC",1360.23835561825,-0.599216425404945,0.0873317548949608,-6.86138079013366,6.81981026349963e-12,9.29287396464241e-11
"SNRPA",1145.52704756368,-0.788328276553495,0.0767856343893495,-10.2666114934493,9.96432236343315e-25,2.22305720796391e-22
"SNRPE",1333.12420453551,-0.328997363435274,0.111575674233897,-2.9486477737575,0.00319167509545544,0.00664316326573811
"PTPRJ",1035.30368179888,0.329427140355902,0.128764765821276,2.55836399231405,0.0105165949322824,0.019258477892826
"UCP2",3471.68043140086,-0.514006962658812,0.188546538162673,-2.72615433657732,0.0064077028819656,0.0123166753848296
"PLCB1",431.810634459004,0.778068136868254,0.26513508951662,2.93461019545465,0.00333966944858033,0.00690741996368556
"ZDHHC14",133.276418418509,-0.607033072650432,0.158926313889692,-3.81958819652586,0.000133674657336197,0.000383095909975258
"TMEM167B",1473.44923210381,0.311763252077307,0.0753433256259929,4.13790139321579,3.50496932795725e-05,0.000114481169389333
"PRCC",1900.00001838772,-0.439449127544476,0.0785576222032581,-5.59397185428367,2.21932947821475e-08,1.44190690630507e-07
"ZDHHC12",679.500767447944,-0.584207121655437,0.11254594447119,-5.19083228098888,2.09356146020849e-07,1.09659966178768e-06
"PCSK6",1467.95202623106,1.20913515777312,0.267478035758956,4.52050260628787,6.16929855377109e-06,2.37515287696077e-05
"PCSK7",609.930151396268,-0.362693694570436,0.092552667132801,-3.9187816602845,8.89976876421718e-05,0.000266305197188886
"PCSK4",55.3202586295369,0.55555626844889,0.21434588429894,2.5918681399736,0.00954563505661587,0.0176399261898406
"DUSP28",96.1093980058714,0.263809845751058,0.0890504480677404,2.96247634318896,0.00305175259244753,0.00638534722212476
"HIPK1",2007.44880436099,0.619266357092863,0.0808122736926971,7.66302355812599,1.81606017241865e-14,4.28401434579691e-13
"RPS3",19914.9375539976,-0.743269342954633,0.141739824838305,-5.24389912152456,1.5721818048179e-07,8.45368835654331e-07
"DUSP22",585.765000118456,-0.293011312208216,0.0950158708072148,-3.08381441667498,0.0020436503487689,0.00445078913647336
"DUSP23",633.486738581424,-0.743517378198492,0.118139230855095,-6.29356880704989,3.10248888177052e-10,3.00279861402539e-09
